iter	Logloss
796	0.3188166496
797	0.3187132126
798	0.3184409508
799	0.3182362287
800	0.3181491754
801	0.3180625133
802	0.3179274339
803	0.3176924632
804	0.3174647796
805	0.3173357646
806	0.3171337812
807	0.3169059264
808	0.3166679725
809	0.3165456821
810	0.3163592999
811	0.3161845085
812	0.3159516897
813	0.3158212808
814	0.3155603164
815	0.3154815527
816	0.3151409687
817	0.3149126004
818	0.3148113887
819	0.3146478213
820	0.3144646669
821	0.314139684
822	0.3139206324
823	0.3137393854
824	0.3135016026
825	0.3133140466
826	0.3131929055
827	0.3130112183
828	0.3128764324
829	0.3126968971
830	0.3125105149
831	0.3123697379
832	0.3120845403
833	0.3119011414
834	0.3116802558
835	0.3115562537
836	0.3113349523
837	0.3112336183
838	0.311035034
839	0.310779058
840	0.3106810496
841	0.3105394657
842	0.3103034191
843	0.310118015
844	0.3099345183
845	0.3097568659
846	0.3096110515
847	0.3093665685
848	0.3091258514
849	0.3089007598
850	0.3087837513
851	0.3086267129
852	0.3085721823
853	0.3083778773
854	0.3081708566
855	0.307966917
856	0.3077847896
857	0.3076123458
858	0.3075245099
859	0.3073853468
860	0.3072062761
861	0.3069889118
862	0.3068742508
863	0.306647423
864	0.3065891755
865	0.3064971826
866	0.3062500098
867	0.3060524769
868	0.3058113196
869	0.3057478391
870	0.3055100563
871	0.3052024108
872	0.3050473042
873	0.3049473151
874	0.3047604194
875	0.3045728635
876	0.3044154827
877	0.3042198083
878	0.304090182
879	0.3038653838
880	0.3035884759
881	0.3034192354
882	0.3032621726
883	0.3031494923
884	0.303054565
885	0.3027664576
886	0.3025215345
887	0.3023939377
888	0.3022831403
889	0.3021705823
890	0.3018675584
891	0.3017259255
892	0.3016284307
893	0.3014250046
894	0.3012636625
895	0.3009574597
896	0.3006515992
897	0.3004382451
898	0.3000862904
899	0.2999330178
900	0.2997213755
901	0.2995802072
902	0.2993528904
903	0.2991485596
904	0.2990343632
905	0.2988723364
906	0.2987759664
907	0.2986979362
908	0.2985835442
909	0.2983677204
910	0.2981332143
911	0.2978625175
912	0.2976431724
913	0.2975756327
914	0.2974223357
915	0.2972467374
916	0.2970559536
917	0.2968838521
918	0.2966061127
919	0.296390778
920	0.2961991873
921	0.296013074
922	0.2959183424
923	0.2957573915
924	0.2955963184
925	0.2954911941
926	0.2952791361
927	0.2952261949
928	0.2950632878
929	0.2946900099
930	0.2944596853
931	0.2942220248
932	0.2939754877
933	0.2938195253
934	0.2937313471
935	0.2934706761
936	0.2934053128
937	0.2931909806
938	0.2930165804
939	0.2927262966
940	0.2925694784
941	0.2924093589
942	0.2923245552
943	0.2921639956
944	0.2918273486
945	0.2916517013
946	0.2915499271
947	0.2913654278
948	0.2912163857
949	0.2910054036
950	0.2908848004
951	0.2907338265
952	0.2906439365
953	0.2905239692
954	0.2902797797
955	0.2901702294
956	0.2900939844
957	0.2898967205
958	0.2896688901
959	0.2896200327
960	0.2894953703
961	0.2891423152
962	0.2888972454
963	0.2888004596
964	0.2886326863
965	0.2884503389
966	0.2883318388
967	0.2879825494
968	0.2877130019
969	0.2875517821
970	0.287292456
971	0.2869595259
972	0.2867487638
973	0.2865631886
974	0.2863099025
975	0.286126308
976	0.2859308536
977	0.2857889029
978	0.2856157498
979	0.2854700578
980	0.2853104518
981	0.2851198148
982	0.2850231758
983	0.2847571251
984	0.2846444937
985	0.28441033
986	0.2841681211
987	0.283818196
988	0.2835999758
989	0.2834405165
990	0.2832982479
991	0.2831320151
992	0.2829282467
993	0.282712105
994	0.2826263721
995	0.2823205606
996	0.2819360586
997	0.281807386
998	0.2816566076
999	0.2814328609
